"","Var1","Freq"
"303","CLK4",0
"304","CLP1",0
"305","CLPTM1",0
"306","CLPTM1L",0
"307","CLTC",0
"308","CLTCL1",0
"309","CNBP",0
"310","CNTN1",0
"311","CNTN5",0
"312","CNTN6",0
"313","COL14A1",0
"314","COL18A1",0
"315","COL1A1",0
"316","COL3A1",0
"317","COL4A3BP",0
"318","COPS5",0
"319","COX6C",0
"320","CPAMD8",0
"321","CPNE5",0
"322","CREB1",0
"323","CREB3L2",0
"324","CREBBP",0
"325","CRKL",0
"326","CRP",0
"327","CRTC1",0
"328","CSF1R",0
"329","CSF2",0
"330","CSF3",0
"331","CSF3R",0
"332","CSK",1
"333","CSMD3",0
"334","CSNK1A1",1
"335","CSNK1A1L",1
"336","CSNK1D",2
"337","CSNK1E",0
"338","CSNK1G1",2
"339","CSNK1G2",0
"340","CSNK1G3",1
"341","CSNK2A1",0
"342","CSNK2A2",0
"343","CSPG4",0
"344","CSPP1",0
"345","CTBP1",0
"346","CTBP2",0
"347","CTDSPL",0
"348","CTLA4",0
"349","CTNNA2",0
"350","CTNNB1",0
"351","CTSL1",0
"352","CTSL2",0
"353","CTSS",0
"354","CTTN",0
"355","CUBN",0
"356","CXCL10",0
"357","CXCL12",0
"358","CXCL9",0
"359","CXCR1",0
"360","CXCR2",0
"361","CXCR4",0
"362","CXCR7",0
"363","CYB5R4",0
"364","CYCS",0
"365","CYFIP1",0
"366","CYLD",0
"367","CYP17A1",0
"368","CYP19A1",0
"369","CYP1A2",0
"370","CYP1B1",0
"371","CYP24A1",0
"372","CYP27B1",0
"373","CYP2B6",0
"374","CYP3A4",0
"375","CYSLTR2",0
"376","DAB1",0
"377","DACH1",0
"378","DAPK1",2
"379","DAPK2",0
"380","DAPK3",0
"381","DAXX",0
"382","DBF4",0
"383","DBN1",0
"384","DCLK1",1
"385","DCLK2",1
"386","DCLK3",0
"387","DDB2",0
"388","DDIT3",0
"389","DDR1",0
"390","DDR2",0
"391","DDX1",0
"392","DDX10",0
"393","DDX6",0
"394","DEK",0
"395","DFFA",0
"396","DFFB",0
"397","DFNA5",0
"398","DGCR14",0
"399","DGKB",0
"400","DGKG",0
"401","DHFR",0
"402","DIABLO",0
"403","DICER1",0
"404","DIP2C",0
"405","DKK1",0
"406","DLC1",0
"407","DLL1",0
"408","DLL4",0
"409","DMPK",0
"410","DNAH8",0
"411","DNMT1",0
"412","DNMT3B",0
"413","DOCK3",0
"414","DOM3Z",0
"415","DPYD",0
"416","DRD2",0
"417","DST",0
"418","DSTYK",0
"419","DTX1",0
"420","DUSP6",0
"421","DVL1",0
"422","DYRK1A",1
"423","DYRK1B",0
"424","DYRK2",0
"425","DYRK3",0
"426","DYRK4",1
"427","E2F1",0
"428","ECM1",0
"429","EDN1",0
"430","EDNRA",0
"431","EDNRB",0
"432","EEF1D",0
"433","EEF2K",0
"434","EGF",0
"435","EGFR",0
"436","EHBP1",0
"437","EIF2AK1",0
"438","EIF2AK2",0
"439","EIF2AK3",0
"440","EIF2AK4",0
"441","EIF2B5",0
"442","EIF2S1",0
"443","EIF3A",0
"444","EIF3H",0
"445","EIF4A1",0
"446","EIF4A2",0
"447","EIF4B",0
"448","EIF4E",0
"449","EIF4EBP1",0
"450","EIF4G1",0
"451","EIF5A",0
"452","EIF5A2",0
"453","ELAVL1",0
"454","ELF4",0
"455","ELK1",0
"456","ELL",0
"457","ELN",0
"458","EML4",0
"459","ENHO",0
"460","EP300",0
"461","EPHA1",0
"462","EPHA10",0
"463","EPHA2",3
"464","EPHA3",2
"465","EPHA4",0
"466","EPHA5",0
"467","EPHA6",1
"468","EPHA7",1
"469","EPHA8",1
"470","EPHB1",1
"471","EPHB2",0
"472","EPHB3",0
"473","EPHB4",0
"474","EPHB6",0
"475","EPO",0
"476","EPS15",0
"477","ERBB2",0
"478","ERBB3",0
"479","ERBB4",2
"480","ERC1",0
"481","ERCC2",0
"482","ERCC3",0
"483","ERCC4",0
"484","ERCC5",0
"485","ERCC6",0
"486","ERG",0
"487","ERLIN2",0
"488","ERN1",0
"489","ERN2",0
"490","ESR1",0
"491","ESR2",0
"492","ETV1",0
"493","ETV4",0
"494","ETV5",0
"495","ETV6",0
"496","EWSR1",0
"497","EXT1",0
"498","EXT2",0
"499","F12",0
"500","F8",0
"501","FADD",0
"502","FAM118A",0
"503","FAM123B",0
"504","FAM132A",0
"505","FAM159A",0
"506","FANCA",0
"507","FANCB",0
"508","FANCC",0
"509","FANCD2",0
"510","FANCE",0
"511","FANCF",0
"512","FANCG",0
"513","FANCI",0
"514","FANCL",0
"515","FANCM",0
"516","FAS",0
"517","FASLG",0
"518","FASN",0
"519","FASTK",0
"520","FBLN5",0
"521","FBN1",0
"522","FBN2",0
"523","FBXO11",0
"524","FBXO43",0
"525","FBXW7",0
"526","FCGR2B",0
"527","FCRL4",0
"528","FER",1
"529","FES",0
"530","FEV",0
"531","FFAR2",0
"532","FGF1",0
"533","FGF19",0
"534","FGF2",0
"535","FGF20",0
"536","FGF4",0
"537","FGFR1",0
"538","FGFR1OP",0
"539","FGFR2",2
"540","FGFR3",0
"541","FGFR4",0
"542","FGR",1
"543","FH",0
"544","FHIT",0
"545","FIGF",0
"546","FIP1L1",0
"547","FKBP1A",0
"548","FLCN",0
"549","FLI1",0
"550","FLNA",0
"551","FLNB",0
"552","FLNC",0
"553","FLT1",2
"554","FLT3",0
"555","FLT4",0
"556","FMN2",0
"557","FMO4",0
"558","FN1",0
"559","FNBP1",0
"560","FNTA",0
"561","FOS",0
"562","FOXE1",0
"563","FOXO1",0
"564","FOXO3",0
"565","FOXO4",0
"566","FOXP1",0
"567","FPGT",0
"568","FRAT1",0
"569","FRK",1
"570","FRS2",0
"571","FSCB",0
"572","FSTL3",0
"573","FURIN",0
"574","FUS",0
"575","FYN",0
"576","FZD1",0
"577","GAB1",0
"578","GADD45A",0
"579","GAK",0
"580","GAS7",0
"581","GATA1",0
"582","GATA2",0
"583","GATS",0
"584","GCK",0
"585","GCNT2",0
"586","GH1",0
"587","GHR",0
"588","GLG1",0
"589","GLI1",0
"590","GLI2",0
"591","GLI3",0
"592","GLTSCR1",0
"593","GLYAT",0
"594","GLYATL2",0
"595","GMPS",0
"596","GNAQ",0
"597","GNAS",0
"598","GNRH1",0
"599","GOLGA5",0
"600","GOLPH3",0
"601","GOPC",0
"602","GPC3",0
"603","GPHN",0
"604","GPR112",0
"605","GPR119",0
"606","GPR137",0
"607","GPR141",0
"608","GPR183",0
"609","GPR87",0
"610","GRAMD1B",0
"611","GRB2",0
"612","GRB7",0
"613","GRIA3",0
"614","GRIK1",0
"615","GRIN2A",0
"616","GRIN2B",0
"617","GRK1",2
"618","GRK4",1
"619","GRK5",0
"620","GRK6",0
"621","GRK7",3
"622","GSG2",0
"623","GSK3A",1
"624","GSK3B",1
"625","GTSE1",0
"626","GUCY1A2",0
"627","GUCY2C",0
"628","GUCY2D",0
"629","GUCY2F",0
"630","HAPLN1",0
"631","HBD",0
"632","HCK",1
"633","HDAC1",0
"634","HDAC2",0
"635","HDAC3",0
"636","HDAC4",0
"637","HDAC6",0
"638","HDAC8",0
"639","HDLBP",0
"640","HECW1",0
"641","HEPH",0
"642","HERC2",0
"643","HGF",0
"644","HIF1A",0
"645","HIP1",0
"646","HIPK1",1
"647","HIPK2",2
"648","HIPK3",1
"649","HIPK4",0
"650","HIST1H4I",0
"651","HLF",0
"652","HMGA1",0
"653","HMGA2",0
"654","HMMR",0
"655","HNF1A",0
"656","HNF1B",0
"657","HNRNPA2B1",0
"658","HNRNPH1",0
"659","HORMAD1",0
"660","HOXA11",0
"661","HOXA13",0
"662","HOXA9",0
"663","HOXC11",0
"664","HOXC13",0
"665","HOXD10",0
"666","HOXD11",0
"667","HOXD13",0
"668","HRAS",0
"669","HSF1",0
"670","HSP90AA1",0
"671","HSP90AB1",0
"672","HSP90B1",0
"673","HSPA1A",0
"674","HSPA1B",0
"675","HSPA4",0
"676","HSPB1",0
"677","HSPB8",0
"678","HUNK",0
"679","ICAM1",0
"680","ICK",0
"681","ID1",0
"682","IDH1",0
"683","IDH2",0
"684","IFNA2",0
"685","IFNB1",0
"686","IFNG",0
"687","IGF1R",0
"688","IGFBP5",0
"689","IKBKB",0
"690","IKBKE",0
"691","IKZF1",0
"692","IKZF3",0
"693","IL17RD",0
"694","IL18BP",0
"695","IL1A",0
"696","IL1B",0
"697","IL1R1",0
"698","IL1R2",0
"699","IL1RAP",0
"700","IL1RN",0
"701","IL2",0
"702","IL21R",0
"703","IL2RA",0
"704","IL3",0
"705","IL6ST",0
"706","ILK",0
"707","ING1",0
"708","INHBA",0
"709","INPP4B",0
"710","INPP5D",0
"711","INSR",0
"712","INSRR",1
"713","IRAK1",1
"714","IRAK2",0
"715","IRAK3",0
"716","IRAK4",0
"717","IRF4",0
"718","IRS1",0
"719","IRS2",0
"720","ISG15",0
"721","ITGA10",0
"722","ITGA5",0
"723","ITGA7",0
"724","ITGAV",0
"725","ITGB1",0
"726","ITGB4",0
"727","ITGB6",0
"728","ITGB8",0
"729","ITIH5L",0
"730","ITK",0
"731","ITPR1",0
"732","ITPR2",0
"733","JAG1",0
"734","JAG2",0
"735","JAK1",2
"736","JAK2",0
"737","JAK3",0
"738","JARID2",0
"739","JAZF1",0
"740","JUN",0
"741","JUNB",0
"742","JUND",0
"743","KALRN",1
"744","KCNH2",0
"745","KCTD14",0
"746","KDM5A",0
"747","KDM6A",0
"748","KDR",0
"749","KDSR",0
"750","KIAA0802",0
"751","KIAA1409",0
"752","KIAA1549",0
"753","KIAA1804",1
"754","KIAA2022",0
"755","KIT",0
"756","KLF6",0
"757","KLK3",0
"758","KLK7",0
"759","KPNA5",0
"760","KRAS",0
"761","KSR1",0
"762","KSR2",0
"763","KTN1",0
"764","LAMA1",0
"765","LAMP1",0
"766","LASP1",0
"767","LATS1",0
"768","LATS2",0
"769","LCK",1
"770","LCP1",0
"771","LDHA",0
"772","LDLR",0
"773","LEMD1",0
"774","LETM2",0
"775","LGR5",0
"776","LHFP",0
"777","LIF",0
"778","LIFR",0
"779","LIMK1",2
"780","LIMK2",1
"781","LMNA",0
"782","LMNB1",0
"783","LMNB2",0
"784","LMO1",0
"785","LMO2",0
"786","LMTK2",0
"787","LMTK3",0
"788","LNX2",0
"789","LOC100130776",0
"790","LPP",0
"791","LRGUK",0
"792","LRP1",0
"793","LRP1B",0
"794","LRP2",0
"795","LRP6",0
"796","LRRC2",0
"797","LRRC7",0
"798","LRRIQ3",0
"799","LRRK1",0
"800","LRRK2",0
"801","LSP1",0
"802","LTBP3",0
"803","LTBR",0
"804","LTK",0
"805","LYL1",0
"806","LYN",0
"807","LZTR1",0
"808","MAF",0
"809","MAFB",0
"810","MAGEB16",0
"811","MAK",0
"812","MALT1",0
"813","MAMDC4",0
"814","MAML1",0
"815","MAML2",0
"816","MAML3",0
"817","MAP2K1",3
"818","MAP2K2",0
"819","MAP2K3",1
"820","MAP2K4",1
"821","MAP2K5",0
"822","MAP2K6",0
"823","MAP2K7",2
"824","MAP3K1",1
"825","MAP3K10",0
"826","MAP3K11",0
"827","MAP3K12",0
"828","MAP3K13",1
"829","MAP3K14",2
"830","MAP3K19",1
"831","MAP3K2",0
"832","MAP3K3",0
"833","MAP3K4",1
"834","MAP3K5",1
"835","MAP3K6",0
"836","MAP3K7",1
"837","MAP3K8",1
"838","MAP3K9",0
"839","MAP4K1",0
"840","MAP4K2",0
"841","MAP4K3",0
"842","MAP4K4",1
"843","MAP4K5",1
"844","MAPK1",1
"845","MAPK10",1
"846","MAPK11",0
"847","MAPK12",0
"848","MAPK13",0
"849","MAPK14",1
"850","MAPK15",0
"851","MAPK3",0
"852","MAPK4",0
"853","MAPK6",0
"854","MAPK7",0
"855","MAPK8",1
"856","MAPK8IP2",0
"857","MAPK9",1
"858","MAPKAPK2",2
"859","MAPKAPK3",1
"860","MAPKAPK5",1
"861","MAPKBP1",0
"862","MARK1",1
"863","MARK2",1
"864","MARK3",1
"865","MARK4",0
"866","MARS",0
"867","MAST1",0
"868","MAST2",0
"869","MAST3",0
"870","MAST4",1
"871","MASTL",0
"872","MATK",0
"873","MAX",0
"874","MBIP",0
"875","MCF2",0
"876","MCL1",0
"877","MCM3AP",0
"878","MCM3APAS",0
"879","MCM4",0
"880","MDM2",0
"881","MDM4",0
"882","MECOM",0
"883","MED13L",0
"884","MEF2A",0
"885","MELK",1
"886","MEN1",0
"887","MERTK",0
"888","MET",1
"889","MFSD2A",0
"890","MFSD4",0
"891","MGA",0
"892","MGC42105",0
"893","MIF",0
"894","MINK1",0
"895","MITF",0
"896","MKL1",0
"897","MKNK1",0
"898","MKNK2",0
"899","MKRN3",0
"900","MLF1",0
"901","MLH1",0
"902","MLKL",0
"903","MLL",0
"904","MLL3",0
"905","MLLT1",0
"906","MLLT10",0
"907","MLLT11",0
"908","MLLT3",0
"909","MLLT4",0
"910","MLLT6",0
"911","MMP1",0
"912","MMP2",0
"913","MMP20",0
"914","MMP8",0
"915","MMP9",0
"916","MN1",0
"917","MNX1",0
"918","MOS",0
"919","MPL",0
"920","MPPED2",0
"921","MRE11A",0
"922","MSH2",0
"923","MSH3",0
"924","MSH5",0
"925","MSH6",0
"926","MSI2",0
"927","MSMB",0
"928","MSN",0
"929","MST1R",3
"930","MTCP1",0
"931","MTCP1NB",0
"932","MTMR11",0
"933","MTOR",0
"934","MTUS2",0
"935","MUC1",0
"936","MUSK",1
"937","MUTYH",0
"938","MYB",0
"939","MYBL2",0
"940","MYC",0
"941","MYCL1",0
"942","MYCN",0
"943","MYD88",0
"944","MYH1",0
"945","MYH10",0
"946","MYH11",0
"947","MYH9",0
"948","MYLK",0
"949","MYLK2",0
"950","MYLK3",0
"951","MYLK4",0
"952","MYO18B",0
"953","MYO3A",5
"954","MYO3B",0
"955","MYST2",0
"956","MYST3",0
"957","MYST4",0
"958","MYT1",0
"959","N4BP2",0
"960","NACA",0
"961","NAV3",0
"962","NBN",0
"963","NCAM1",0
"964","NCAPD3",0
"965","NCKIPSD",0
"966","NCOA1",0
"967","NCOA2",0
"968","NCOA3",0
"969","NCOA4",0
"970","NDE1",0
"971","NDUFA3",0
"972","NEDD8",0
"973","NEDD9",0
"974","NEK1",0
"975","NEK10",0
"976","NEK11",0
"977","NEK2",0
"978","NEK3",0
"979","NEK4",0
"980","NEK5",0
"981","NEK6",0
"982","NEK7",0
"983","NEK8",1
"984","NEK9",1
"985","NF1",0
"986","NF2",0
"987","NFATC1",0
"988","NFIA",0
"989","NFKB1",0
"990","NFKB2",0
"991","NFKBIA",0
"992","NGF",0
"993","NGFR",0
"994","NIN",0
"995","NIPBL",0
"996","NKD2",0
"997","NKX2-1",0
"998","NLK",0
"999","NLRP1",0
"1000","NLRP10",0
"1001","NLRP3",0
"1002","NLRP6",0
"1003","NONO",0
"1004","NOS2",0
"1005","NOS3",0
"1006","NOTCH1",0
"1007","NOTCH2",0
"1008","NOTCH3",0
"1009","NOTCH4",0
"1010","NOV",0
"1011","NOVA1",0
"1012","NPAT",0
"1013","NPM1",0
"1014","NPR1",0
"1015","NPR2",0
"1016","NPRL2",0
"1017","NR1H2",0
"1018","NR1H3",0
"1019","NR2F1",0
"1020","NR3C1",0
"1021","NR4A3",0
"1022","NRAS",0
"1023","NRBP1",0
"1024","NRBP2",0
"1025","NRK",0
"1026","NSD1",0
"1027","NTRK1",0
"1028","NTRK2",1
"1029","NTRK3",1
"1030","NTSR1",0
"1031","NUAK1",2
"1032","NUAK2",0
"1033","NUDT10",0
"1034","NUDT11",0
"1035","NUMA1",0
"1036","NUP133",0
"1037","NUP153",0
"1038","NUP210",0
"1039","NUP214",0
"1040","NUP98",0
"1041","NYNRIN",0
"1042","OBSCN",0
"1043","ODZ1",0
"1044","OGG1",0
"1045","OLFM4",0
"1046","OLIG2",0
"1047","OMD",0
"1048","OMG",0
"1049","OR2L13",0
"1050","OR4E2",0
"1051","ORAOV1",0
"1052","ORMDL3",0
"1053","OSR1",0
"1054","OXSR1",0
"1055","P2RX7",0
"1056","P4HB",0
"1057","PABPN1",0
"1058","PAFAH1B2",0
"1059","PAK1",0
"1060","PAK2",0
"1061","PAK3",0
"1062","PAK4",0
"1063","PAK6",0
"1064","PAK7",1
"1065","PALB2",0
"1066","PAPPA",0
"1067","PAQR4",0
"1068","PARP1",0
"1069","PARP9",0
"1070","PASK",0
"1071","PATZ1",0
"1072","PAWR",0
"1073","PAX3",0
"1074","PAX5",0
"1075","PAX7",0
"1076","PAX8",0
"1077","PAXIP1",0
"1078","PBK",0
"1079","PBX1",0
"1080","PCDH15",0
"1081","PCM1",0
"1082","PCNA",0
"1083","PCP4L1",0
"1084","PCSK7",0
"1085","PDCD1",0
"1086","PDCD11",0
"1087","PDE4DIP",0
"1088","PDGFA",0
"1089","PDGFB",0
"1090","PDGFRA",0
"1091","PDGFRB",0
"1092","PDIK1L",0
"1093","PDK1",0
"1094","PDK2",0
"1095","PDK3",0
"1096","PDK4",0
"1097","PDPK1",0
"1098","PDZRN4",0
"1099","PER1",0
"1100","PEX5L",0
"1101","PGAP3",0
"1102","PGGT1B",0
"1103","PGR",0
"1104","PHF3",0
"1105","PHIP",0
"1106","PHKG1",3
"1107","PHKG2",1
"1108","PHOX2B",0
"1109","PI4K2A",0
"1110","PI4K2B",0
"1111","PI4KA",0
"1112","PI4KB",0
"1113","PICALM",0
"1114","PIGU",0
"1115","PIK3C2A",0
"1116","PIK3C2B",0
"1117","PIK3C2G",0
"1118","PIK3C3",0
"1119","PIK3CA",0
"1120","PIK3CB",0
"1121","PIK3CD",0
"1122","PIK3CG",0
"1123","PIK3R1",0
"1124","PIK3R2",0
"1125","PIK3R4",0
"1126","PIKFYVE",0
"1127","PIM1",0
"1128","PIM2",0
"1129","PIM3",0
"1130","PINK1",0
"1131","PIP4K2A",0
"1132","PIP4K2B",0
"1133","PIP4K2C",0
"1134","PIP5K1A",0
"1135","PIP5K1B",0
"1136","PIP5K1C",0
"1137","PIP5KL1",0
"1138","PKDCC",0
"1139","PKHD1",0
"1140","PKMYT1",0
"1141","PKN1",0
"1142","PKN2",0
"1143","PKN3",0
"1144","PLAG1",0
"1145","PLAT",0
"1146","PLCB2",0
"1147","PLCG1",0
"1148","PLCG2",0
"1149","PLD1",0
"1150","PLEKHA5",0
"1151","PLK1",0
"1152","PLK2",0
"1153","PLK3",0
"1154","PLK4",0
"1155","PMAIP1",0
"1156","PML",0
"1157","PMS1",0
"1158","PMS2",0
"1159","PNCK",0
"1160","PNMT",0
"1161","POLG",0
"1162","PORCN",0
"1163","POU2AF1",0
"1164","POU5F1",0
"1165","POU5F1B",0
"1166","PPAPDC1B",0
"1167","PPARA",0
"1168","PPARD",0
"1169","PPARG",0
"1170","PPARGC1A",0
"1171","PPM1E",0
"1172","PPP1R3A",0
"1173","PPP2CA",0
"1174","PPP3CA",0
"1175","PPP3CB",0
"1176","PPP3CC",0
"1177","PPP3R1",0
"1178","PPP3R2",0
"1179","PRAME",0
"1180","PRCC",0
"1181","PRDM16",0
"1182","PREX2",0
"1183","PRG4",0
"1184","PRKAA1",0
"1185","PRKAA2",0
"1186","PRKACA",0
"1187","PRKACB",0
"1188","PRKACG",0
"1189","PRKAR1A",0
"1190","PRKAR1B",0
"1191","PRKCA",0
"1192","PRKCB",2
"1193","PRKCD",0
"1194","PRKCE",0
"1195","PRKCG",2
"1196","PRKCH",0
"1197","PRKCI",1
"1198","PRKCQ",0
"1199","PRKCZ",0
"1200","PRKD1",1
"1201","PRKD2",0
"1202","PRKD3",0
"1203","PRKDC",0
"1204","PRKG1",1
"1205","PRKG2",1
"1206","PRKX",0
"1207","PRPF31",0
"1208","PRPF4B",0
"1209","PRRX1",0
"1210","PSEN1",0
"1211","PSEN2",0
"1212","PSENEN",0
"1213","PSIP1",0
"1214","PSKH1",0
"1215","PSKH2",0
"1216","PSMA4",0
"1217","PTCH1",0
"1218","PTCH2",0
"1219","PTEN",0
"1220","PTGS2",0
"1221","PTK2",0
"1222","PTK2B",0
"1223","PTK6",0
"1224","PTK7",0
"1225","PTPN1",0
"1226","PTPN11",0
"1227","PTPN22",0
"1228","PTPRC",0
"1229","PTPRD",0
"1230","PTPRT",0
"1231","PTPRU",0
"1232","PTTG1",0
"1233","PXDN",0
"1234","PXK",0
"1235","PXN",0
"1236","RAB15",0
"1237","RABEP1",0
"1238","RAC1",0
"1239","RAD21",0
"1240","RAD50",0
"1241","RAD51",0
"1242","RAD51L1",0
"1243","RAF1",0
"1244","RAG1",0
"1245","RAGE",0
"1246","RALA",0
"1247","RALB",0
"1248","RALBP1",0
"1249","RALGDS",0
"1250","RANBP17",0
"1251","RANBP9",0
"1252","RAP1GDS1",0
"1253","RAPGEF2",0
"1254","RARA",0
"1255","RARB",0
"1256","RARG",0
"1257","RASA1",0
"1258","RASA3",0
"1259","RASGRF1",0
"1260","RASGRF2",0
"1261","RB1",0
"1262","RBBP8",0
"1263","RBL1",0
"1264","RBL2",0
"1265","RBM15",0
"1266","RBPJ",0
"1267","RCBTB2",0
"1268","RECQL4",0
"1269","REL",0
"1270","RELA",0
"1271","REM1",0
"1272","RET",0
"1273","RFC4",0
"1274","RGL1",0
"1275","RGL2",0
"1276","RGL3",0
"1277","RGL4",0
"1278","RGS22",0
"1279","RHEB",0
"1280","RHOA",0
